review,classification,prediction,match,classifier_decision,probabilities,source
"Parking was so easy, too easy in fact.",positive,positive,True,positive,"[7.521933730458841e-05, 0.0006629804847761989, 0.9992617964744568]",dynasent_r1
Shoved the lower tier members aside.,negative,negative,True,negative,"[0.9489567875862122, 0.036440640687942505, 0.014602569863200188]",dynasent_r2
We had the beet tartare to start.,neutral,neutral,True,neutral,"[3.74852170352824e-05, 0.9859628081321716, 0.013999678194522858]",dynasent_r1
"Th food was also very cold, as it's ice cream.",neutral,negative,False,negative,"[0.9408847093582153, 0.0503883957862854, 0.008726920932531357]",dynasent_r2
"Yeah , these flicks are just that damn good .",positive,positive,True,positive,"[5.982594757369952e-07, 0.00013150260201655328, 0.9998679161071777]",sst_local
#FlawlessLifeSTyle,neutral,positive,False,positive,"[0.001911524566821754, 0.004519181326031685, 0.9935692548751831]",dynasent_r1
"Not as distinctive or even as humorous as its needs to be to stand out , but it has clearly been made with affection and care .",neutral,neutral,True,positive,"[0.0004028690163977444, 0.05791086703538895, 0.9416862726211548]",sst_local
I booked a Go Deluxe room back in March for July 18 - 21.,neutral,neutral,True,neutral,"[0.00014790645218454301, 0.9880660772323608, 0.011785965412855148]",dynasent_r1
It would have benefitted the dialogue .,neutral,negative,False,negative,"[0.8066751956939697, 0.18319252133369446, 0.010132302530109882]",sst_local
"A gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising .",neutral,neutral,True,positive,"[0.008941669948399067, 0.20519326627254486, 0.785865068435669]",sst_local
Way better for sure!,positive,positive,True,positive,"[1.1662313227134291e-05, 0.00011706088844221085, 0.9998712539672852]",dynasent_r1
The staff here are definitely not afraid of arguing/lashing out at customers.,negative,negative,True,negative,"[0.8195570111274719, 0.05699390918016434, 0.12344911694526672]",dynasent_r1
Other reviews mention that the service is bad or rude.,negative,negative,True,negative,"[0.9015055894851685, 0.08787713199853897, 0.010617298074066639]",dynasent_r1
It 's a movie -- and an album -- you wo n't want to miss .,positive,positive,True,positive,"[7.962815288919955e-06, 0.0003729716408997774, 0.9996190071105957]",sst_local
"So this is my official first review on Yelp, I use yelp all the time but never really felt like writing a review until now!",neutral,neutral,True,neutral,"[0.00010848083184100688, 0.988129734992981, 0.011761758476495743]",dynasent_r1
Personalization: Using the customer's name is very effective in producing loyalty.,neutral,positive,False,positive,"[0.00045610847882926464, 0.10081154108047485, 0.8987323641777039]",dynasent_r1
Only two words will tell you what you know when deciding to see it : Anthony .,neutral,positive,False,positive,"[0.008399459533393383, 0.493198961019516, 0.4984015226364136]",sst_local
So we went back to Best Buy but here in Las Vegas and I was nervous Because it had been more than 30days.,neutral,neutral,True,neutral,"[0.23857417702674866, 0.7508657574653625, 0.01056005246937275]",dynasent_r1
A ponderous meditation on love that feels significantly longer than its relatively scant 97 minutes .,neutral,neutral,True,neutral,"[0.16316081583499908, 0.6860037446022034, 0.15083543956279755]",sst_local
Last time I went in was about a year ago and the layout was very big and open like they didn't have a lot of merchandise out on the floor.,negative,neutral,False,positive,"[0.00012240465730428696, 0.00940996129065752, 0.9904676079750061]",dynasent_r1
"Unfortunately , Heartbreak Hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",negative,negative,True,negative,"[0.9069673418998718, 0.0888775885105133, 0.004155118018388748]",sst_local
Anything is possible.,neutral,neutral,True,neutral,"[0.0035927651915699244, 0.8184854984283447, 0.17792174220085144]",dynasent_r1
... Hudlin is stuck trying to light a fire with soggy leaves .,negative,neutral,False,neutral,"[0.49322760105133057, 0.49929699301719666, 0.007475379388779402]",sst_local
The film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,positive,positive,True,positive,"[3.864115569740534e-05, 0.001747596776112914, 0.9982137680053711]",sst_local
"The thriller side of this movie is falling flat , as the stalker does n't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case .",negative,negative,True,negative,"[0.9631879329681396, 0.034771908074617386, 0.0020401463843882084]",sst_local
I reached out to Hillside via Yelp's message system.,neutral,neutral,True,neutral,"[0.00011541536514414474, 0.9965305924415588, 0.0033540448639541864]",dynasent_r1
I made reservations for a bigger party (14 people) and had these reservations well over one month in advance.,neutral,neutral,True,neutral,"[0.0006218432099558413, 0.9903130531311035, 0.009065099991858006]",dynasent_r1
"I was in a hit and run around X-Mas, cops told me I could keep my car on the road til I got it to a repair shop, car was towed HOURS after my accident, I couldn't do much being on a bed recovering.",negative,negative,True,negative,"[0.5607112050056458, 0.42735007405281067, 0.011938721872866154]",dynasent_r1
Mr. Wedge and Mr. Saldanha handle the mix of verbal jokes and slapstick well .,positive,positive,True,positive,"[1.3091459550196305e-05, 0.007043180987238884, 0.9929437041282654]",sst_local
Place was fairly empty but the bartender Charles was friendly and attentive.,positive,positive,True,positive,"[1.77853291916108e-06, 9.59799945121631e-05, 0.9999022483825684]",dynasent_r1
Life is full of surprises and miracles.,neutral,positive,False,positive,"[0.00025823572650551796, 0.023615503683686256, 0.9761263132095337]",dynasent_r2
"Other lash studios put on lashes that were too heavy for my lashes, as well as glue that irritated my eyes.",negative,negative,True,negative,"[0.9954297542572021, 0.002530867699533701, 0.002039379673078656]",dynasent_r1
We sat down and got two baskets of chips and salsa. tasty,positive,positive,True,positive,"[4.730780347017571e-05, 7.826703949831426e-05, 0.9998743534088135]",dynasent_r2
Then on Sunday at 10am received a text saying delivered.,neutral,neutral,True,neutral,"[0.003366446355357766, 0.9935332536697388, 0.0031002494506537914]",dynasent_r1
A candid and often fascinating documentary about a Pentecostal church in Dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,positive,positive,True,positive,"[6.47935303277336e-05, 0.04148263484239578, 0.958452582359314]",sst_local
"4 friends , 2 couples , 2000 miles , and all the Pabst Blue Ribbon beer they can drink - it 's the ultimate redneck road-trip .",positive,positive,True,positive,"[0.001965038478374481, 0.1386028528213501, 0.8594321012496948]",sst_local
"Previous visits merited satisfied customers, including my friend's fiancee who is notoriously hard to please (he's not so much picky as a perfectionist with high expectations for quality food).",positive,positive,True,positive,"[0.00014905865828040987, 0.02759605273604393, 0.9722548723220825]",dynasent_r1
Or email info@Geaughahumain.org.,neutral,neutral,True,neutral,"[0.0009103333577513695, 0.9940299987792969, 0.005059693939983845]",dynasent_r1
Adam Sandler is to Gary Cooper what a gnat is to a racehorse .,negative,negative,True,negative,"[0.6518102288246155, 0.3031527101993561, 0.045037053525447845]",sst_local
Spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects .,neutral,neutral,True,neutral,"[0.03478077054023743, 0.4865477681159973, 0.47867149114608765]",sst_local
I keep mine outside.,neutral,neutral,True,neutral,"[0.0010751282097771764, 0.994586706161499, 0.004338187165558338]",dynasent_r1
"We ate dinner here, ordered a salad and chicken, the chicken came out slightly undercooked, we told Jonathan, our waiter, and he took it back.",negative,negative,True,negative,"[0.99757319688797, 0.001666382304392755, 0.0007603552658110857]",dynasent_r1
Calamari was chewy.,negative,negative,True,negative,"[0.9456945061683655, 0.04765857011079788, 0.006646891124546528]",dynasent_r1
I'll start off by saying the atmosphere is not for everyone.,negative,negative,True,negative,"[0.9826338887214661, 0.01580364815890789, 0.0015623560175299644]",dynasent_r1
"No movement , no yuks , not much of anything .",negative,negative,True,negative,"[0.789797842502594, 0.17696155607700348, 0.033240530639886856]",sst_local
"To be fair, the food here is delicious and my husband and I used to go all the time.",positive,positive,True,positive,"[1.0700987331802025e-06, 3.1225394195644185e-05, 0.9999676942825317]",dynasent_r1
"That being said, if I had to complain I would about the price of the steak being different from the one in the menu ($19 to the menu's 16, both without tax).",negative,negative,True,negative,"[0.9384060502052307, 0.04443182796239853, 0.017162134870886803]",dynasent_r1
He then sits me down and gives me a jarring explanation on whats going to happen making my nerves rise and my anxiety kick in.,negative,negative,True,negative,"[0.9961726069450378, 0.003125318791717291, 0.0007020224584266543]",dynasent_r1
Tell them to send Steve.,neutral,neutral,True,neutral,"[0.0038817422464489937, 0.9616094827651978, 0.034508828073740005]",dynasent_r1
Let me just start this off by saying that first lol!,neutral,neutral,True,neutral,"[4.78769579785876e-05, 0.9374194145202637, 0.06253271549940109]",dynasent_r1
"... a haunting vision , with images that seem more like disturbing hallucinations .",negative,neutral,False,neutral,"[0.28806185722351074, 0.391376793384552, 0.32056137919425964]",sst_local
"... ambition is in short supply in the cinema , and Egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .",positive,positive,True,positive,"[0.005481678061187267, 0.06079695001244545, 0.9337213635444641]",sst_local
"I had the beef sausage with mustard, pineapple, onion, cilantro, and some kind of ""volcanic"" spicy sauce.",neutral,neutral,True,neutral,"[0.00014114755322225392, 0.9931568503379822, 0.006702031008899212]",dynasent_r1
The whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .,negative,negative,True,neutral,"[0.023666521534323692, 0.9489328265190125, 0.027400599792599678]",sst_local
Original price: $550.,neutral,neutral,True,neutral,"[0.000536664854735136, 0.9916155934333801, 0.007847724482417107]",dynasent_r1
I called a few places but didn't feel comfortable having them work on my grandmother's clock.,negative,neutral,False,neutral,"[0.45647498965263367, 0.5404019951820374, 0.0031230715103447437]",dynasent_r1
So what is the point ?,negative,neutral,False,neutral,"[0.07507795840501785, 0.9224510192871094, 0.002471080981194973]",sst_local
Cliches are as thick as the cigarette smoke .,negative,negative,True,negative,"[0.9737212061882019, 0.018609214574098587, 0.00766959972679615]",sst_local
"Hence, that's why they do not take walk ins.",neutral,negative,False,negative,"[0.6056195497512817, 0.3888942301273346, 0.005486191716045141]",dynasent_r2
"The radiator was fine, it wasn't leaking at all.",positive,neutral,False,positive,"[0.0001675398671068251, 0.13745616376399994, 0.8623762726783752]",dynasent_r1
I was up there for a doctor's appointment recently at Cleveland Clinic and wanted to stop by your casino.,neutral,neutral,True,neutral,"[0.00028035539435222745, 0.9902861714363098, 0.009433470666408539]",dynasent_r1
They were able to get my little ones in the following week!,positive,positive,True,positive,"[0.0003381820861250162, 0.009984130039811134, 0.9896777868270874]",dynasent_r1
"The diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",positive,positive,True,positive,"[8.529094338882715e-05, 0.0065760258585214615, 0.9933386445045471]",sst_local
Takes my order.,neutral,neutral,True,neutral,"[0.00040122726932168007, 0.9936150312423706, 0.005983759183436632]",dynasent_r1
"For decent Mexican cuisine. Yeah, the daniels have nailed it. I work in the same square and have lunch from the daniels at least twice a week.",positive,positive,True,positive,"[4.237256689521018e-06, 0.00011126839672215283, 0.9998844861984253]",dynasent_r2
"We were, of course, able to purchase a bottle of water right after we got past the gate for $2.50.",neutral,neutral,True,positive,"[0.022472625598311424, 0.006192348897457123, 0.9713350534439087]",dynasent_r1
The premise is overshadowed by the uberviolence of the Clericks as this becomes just another kung-fu sci-fi movie with silly action sequences .,negative,negative,True,negative,"[0.9695583581924438, 0.027292197570204735, 0.0031494032591581345]",sst_local
"Each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , Storytelling never quite gets over its rather lopsided conception .",neutral,negative,False,negative,"[0.961874783039093, 0.03581186383962631, 0.0023133433423936367]",sst_local
"Rather than charging us for the full hour they bit into, we were only charged for the additional 15 minutes.",positive,positive,True,positive,"[0.004860903602093458, 0.0034410273656249046, 0.9916980266571045]",dynasent_r1
"A lady working at the till gave us another, which we then proceeded to order from.",neutral,neutral,True,neutral,"[0.0013863473432138562, 0.6866863369941711, 0.31192734837532043]",dynasent_r1
"I asked them not to cut my cuticles, and they went ahead and did so because they thought it would please me.",negative,negative,True,negative,"[0.4178377687931061, 0.18315844237804413, 0.3990037441253662]",dynasent_r2
"Rob is freaky fast to respond to any email. Like, slow doesn't exist in his head.",positive,positive,True,positive,"[0.42580097913742065, 0.00877287145704031, 0.5654261708259583]",dynasent_r2
"The luggage cart took someone's bags to the plane, however that plane was going to a different location.",negative,neutral,False,neutral,"[0.4725935757160187, 0.5237595438957214, 0.0036468643229454756]",dynasent_r2
The cops were awesome and said they get called to Zipps (all locations) a lot over things like this.,positive,positive,True,positive,"[0.0005835469346493483, 0.0009758118540048599, 0.998440682888031]",dynasent_r1
There was this funky smell in it that he eliminated and the car looks better than it did when I got it.,positive,positive,True,positive,"[0.0035987531300634146, 0.00033031811472028494, 0.9960708618164062]",dynasent_r1
So we get this plan laid out and start getting moulds like  a year in advance.,neutral,neutral,True,neutral,"[0.0008163029560819268, 0.9924611449241638, 0.006722619757056236]",dynasent_r1
"Nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives Hollywood .",positive,positive,True,positive,"[5.3721647418569773e-05, 0.03945722430944443, 0.9604890942573547]",sst_local
There is nothing fancy or pretentious about Mochanics but their service is second to none.,positive,positive,True,positive,"[3.651179576991126e-05, 0.00025786124751903117, 0.9997056126594543]",dynasent_r1
"Nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clichés and telegraphed episodes smell of old soap opera .",negative,negative,True,negative,"[0.9043155908584595, 0.09074921160936356, 0.0049351779744029045]",sst_local
If u are a smoker this is paradise for u.,positive,negative,False,positive,"[0.07161426544189453, 0.006282411050051451, 0.9221032857894897]",dynasent_r1
It was worth to wait a while to have my tattoo coloring appointment.,positive,positive,True,positive,"[0.006301774177700281, 0.02983151562511921, 0.9638667106628418]",dynasent_r1
"Stars Matthew Perry and Elizabeth Hurley illicit more than a chuckle , and more jokes land than crash , but ultimately Serving Sara does n't distinguish itself from the herd .",negative,neutral,False,neutral,"[0.43382909893989563, 0.5367534756660461, 0.029417449608445168]",sst_local
Want an amazing foot massage???!!!!,positive,neutral,False,neutral,"[0.0021561363246291876, 0.8891862630844116, 0.10865764319896698]",dynasent_r1
Based on my recent experience...  GO ELSEWHERE!!!,negative,negative,True,negative,"[0.9926708936691284, 0.0016958917258307338, 0.005633218679577112]",dynasent_r1
During said call I was assured there would be no wait and they would get started right away and wouldn't take longer than 20mins.,neutral,neutral,True,positive,"[1.7619202481000684e-05, 0.04987227916717529, 0.9501100182533264]",dynasent_r1
"The second time, the concierge was lacking in skill and so we paid the cover.",negative,negative,True,negative,"[0.9978764057159424, 0.0013474272564053535, 0.0007762150489725173]",dynasent_r1
An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved .,positive,positive,True,positive,"[0.00019787054043263197, 0.06153042986989021, 0.938271701335907]",sst_local
"A gob of drivel so sickly sweet , even the eager consumers of Moore 's pasteurized ditties will retch it up like rancid crème brûlée .",negative,negative,True,negative,"[0.9970723390579224, 0.0016153148608282208, 0.0013123239623382688]",sst_local
The plot grinds on with yawn-provoking dullness .,negative,negative,True,negative,"[0.9970449805259705, 0.002233899896964431, 0.0007211604970507324]",sst_local
My husband picked it up along with the other items and I put it on about 2 weeks later.,neutral,neutral,True,neutral,"[0.00019350343791302294, 0.9914597272872925, 0.00834677740931511]",dynasent_r1
Offers a breath of the fresh air of true sophistication .,positive,positive,True,positive,"[6.336791557259858e-05, 0.00018199876649305224, 0.9997546076774597]",sst_local
Must-see viewing for anyone involved in the high-tech industry .,positive,positive,True,positive,"[0.0005056734662503004, 0.0007674029911868274, 0.9987269043922424]",sst_local
It 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .,negative,negative,True,negative,"[0.9789503812789917, 0.019470516592264175, 0.0015790645265951753]",sst_local
There 's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in Point Pleasant .,neutral,negative,False,negative,"[0.8639047741889954, 0.1333913654088974, 0.0027038611005991697]",sst_local
"But in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .",negative,neutral,False,neutral,"[0.04894520342350006, 0.797130286693573, 0.15392449498176575]",sst_local
When I pulled into my driveway I immediately popped my hood and called them.,neutral,neutral,True,neutral,"[0.01604076288640499, 0.8905035853385925, 0.09345569461584091]",dynasent_r1
I was getting a huge deal so I agreed.,positive,positive,True,positive,"[0.0004883529036305845, 0.40601810812950134, 0.5934935212135315]",dynasent_r1
2 barstools on either side with a few extra chairs laying around.,neutral,neutral,True,neutral,"[0.0002513239742256701, 0.982315182685852, 0.017433542758226395]",dynasent_r1
impossible to spend time on patio in the afternoon do to the intense sun.,negative,negative,True,negative,"[0.9845989942550659, 0.013053822331130505, 0.0023471962194889784]",dynasent_r1
A quietly reflective and melancholy New Zealand film about an eventful summer in a 13-year-old girl 's life .,positive,positive,True,positive,"[0.00012575493019539863, 0.1078498587012291, 0.8920243978500366]",sst_local
IT WAS EMBARRASSING!,negative,negative,True,negative,"[0.9941579103469849, 0.0033538974821567535, 0.002488198922947049]",dynasent_r1
It is exactly the kind of patrons that an institution in decay would like to encourage.,negative,negative,True,negative,"[0.9701908826828003, 0.025050727650523186, 0.0047584353014826775]",dynasent_r2
Woo 's fights have a distinct flair .,positive,positive,True,positive,"[9.420479727850761e-06, 0.014208313077688217, 0.985782265663147]",sst_local
How could they not notice?,negative,negative,True,negative,"[0.7465806007385254, 0.2251073271036148, 0.02831200882792473]",dynasent_r1
They sent another installer and cut out the bad pieces and replaced them all AT NO ADDITIONAL COST.,positive,positive,True,positive,"[8.629868534626439e-05, 0.001447611371986568, 0.9984661340713501]",dynasent_r1
"Tacos... grose, chicken tacos.... Grose and super spicy, red wine sangria.....",negative,negative,True,neutral,"[0.00011134397209389135, 0.9886399507522583, 0.01124864723533392]",dynasent_r1
"The wait has never been more than 5 minutes, not even enough to finish the chapter of whatever book I was currently reading.",positive,positive,True,positive,"[0.21973252296447754, 0.01251238863915205, 0.7677551507949829]",dynasent_r1
something the true film buff will enjoy .,positive,positive,True,positive,"[6.333994679152966e-05, 0.0005623656907118857, 0.9993743300437927]",sst_local
Three weeks before traveling to Vegas I followed up and received confirmation and sent one last confirmation email the week of the event.,neutral,neutral,True,neutral,"[0.0009849675698205829, 0.9682052731513977, 0.030809711664915085]",dynasent_r1
we stayed at the trump now more than a month ago (may 22-24).,neutral,neutral,True,neutral,"[0.00033636699663475156, 0.9863008260726929, 0.013362733647227287]",dynasent_r1
I signaled to the waitress who came over and looked at it also.,neutral,neutral,True,neutral,"[0.0015794663922861218, 0.9853982925415039, 0.013022268190979958]",dynasent_r1
And the parking lot is huge.,positive,positive,True,positive,"[1.6007203157641925e-05, 0.011420206166803837, 0.9885637760162354]",dynasent_r1
I was ready to be a SHIELD recruit.,neutral,neutral,True,neutral,"[0.0007745559560135007, 0.9353176951408386, 0.06390775740146637]",dynasent_r1
TALK ABOUT GERNEROUSITY AND HOSPITALITY.,positive,neutral,False,neutral,"[0.06571082025766373, 0.5398133993148804, 0.3944758474826813]",dynasent_r1
Gets crowded during peek hours.,negative,negative,True,negative,"[0.9838950037956238, 0.012272296473383904, 0.0038326226640492678]",dynasent_r1
Visited Mercedes-Benz of Chandler this morning to test drive the CLA250.,neutral,neutral,True,neutral,"[7.572094182251021e-05, 0.9920845031738281, 0.007839835248887539]",dynasent_r1
I gave him all of my information and let him know that I was driving two hours from out of town to meet with him so I wanted to make sure I had everything right before I left because I wanted to drive home with the car.,neutral,neutral,True,neutral,"[0.00029981034458614886, 0.9967319965362549, 0.002968243323266506]",dynasent_r1
I got a burger with fries for $3.99.,neutral,neutral,True,neutral,"[0.00017451646272093058, 0.9921843409538269, 0.00764111103489995]",dynasent_r1
Will definitely return and maybe check out their other services (waxing & facials).,positive,positive,True,positive,"[3.914823082595831e-06, 0.0032605407759547234, 0.9967355132102966]",dynasent_r1
Coffee is VERY GOOD.,positive,positive,True,positive,"[6.900417588440177e-07, 6.96229690220207e-05, 0.999929666519165]",dynasent_r1
"A love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats .",positive,positive,True,positive,"[1.7807112726586638e-06, 0.0017751939594745636, 0.9982230067253113]",sst_local
"Full of profound , real-life moments that anyone can relate to , it deserves a wide audience .",positive,positive,True,positive,"[3.1981064694264205e-06, 0.003967146389186382, 0.9960297346115112]",sst_local
"Sandra Nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed Martha as her heart begins to open .",positive,positive,True,positive,"[5.785033863503486e-05, 0.020809844136238098, 0.9791322946548462]",sst_local
"The room transitions were poorly managed, with a bored looking person in a SHIELD t-shirt letting the music play a few loops before pressing the button to open the doors, making for a really engaging and immersive time, imagining you're in training for an actual government contract job, waiting for the instructor who is running behind due to a pile of paperwork and red tape.",negative,negative,True,negative,"[0.9947799444198608, 0.004245164804160595, 0.0009748536394909024]",dynasent_r1
A memorable night...miserably so.,negative,negative,True,negative,"[0.9922628402709961, 0.006178044714033604, 0.0015591745031997561]",dynasent_r1
They are more costly than store bought brands.,negative,negative,True,negative,"[0.963212251663208, 0.028799567371606827, 0.007988174445927143]",dynasent_r1
Not a good place to watch a game outside - most of the TVs are inside.,negative,negative,True,negative,"[0.9961615800857544, 0.0029861340299248695, 0.0008522409480065107]",dynasent_r1
"A somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",positive,negative,False,positive,"[0.002997081959620118, 0.037989698350429535, 0.9590131640434265]",sst_local
"A movie that , rather than skip along the Seine , more or less slogs its way through soggy Paris , tongue uncomfortably in cheek .",negative,negative,True,negative,"[0.817223846912384, 0.14508408308029175, 0.0376921072602272]",sst_local
"At nearly three hours , the whole of Safe Conduct is less than the sum of its parts .",negative,negative,True,negative,"[0.9032149314880371, 0.07317838072776794, 0.023606672883033752]",sst_local
Where to begin!,neutral,neutral,True,neutral,"[0.000638054683804512, 0.9918655753135681, 0.00749634625390172]",dynasent_r1
Yelp has this place all wrong - I would give it more stars if I could!,positive,positive,True,positive,"[0.202742338180542, 0.005942107178270817, 0.7913155555725098]",dynasent_r1
When I first went to her I could barely walk upright.,neutral,negative,False,negative,"[0.579187273979187, 0.41621556878089905, 0.004597205203026533]",dynasent_r1
I began taking CBD oil on my own 4 months ago and I haven't had a single incident. It is good.,positive,positive,True,positive,"[3.3358710425090976e-06, 4.0354130760533735e-05, 0.9999562501907349]",dynasent_r2
The chef can make an old piece of tough shoe leather taste like ribeye.,positive,negative,False,negative,"[0.5610871315002441, 0.09874973446130753, 0.34016308188438416]",dynasent_r2
"It's the one more expensive place in Madison that I've consistently thought ""this would survive in a bigger city.""",positive,neutral,False,neutral,"[0.32313239574432373, 0.4607468545436859, 0.21612080931663513]",dynasent_r1
"its the phone's fault, not theirs.",neutral,neutral,True,neutral,"[0.2684352993965149, 0.7291880249977112, 0.002376725897192955]",dynasent_r2
A film that takes you inside the rhythms of its subject : You experience it as you watch .,positive,positive,True,positive,"[1.169717052107444e-05, 0.005481081549078226, 0.9945071339607239]",sst_local
"The movie is well shot and very tragic , and one to ponder after the credits roll .",positive,positive,True,positive,"[0.00017406113329343498, 0.01367459911853075, 0.9861512780189514]",sst_local
"The pizza comes late, ice cold.",negative,negative,True,negative,"[0.994170069694519, 0.0019667770247906446, 0.0038632340729236603]",dynasent_r1
But this time there 's some mold on the gold .,negative,negative,True,negative,"[0.9863727688789368, 0.00971178524196148, 0.003915505018085241]",sst_local
"It would be interesting to hear from the other side , but in Talk to Her , the women are down for the count .",neutral,neutral,True,neutral,"[0.35178443789482117, 0.5360913872718811, 0.11212416738271713]",sst_local
Bucket of beer deal was good to bring into the place.,positive,positive,True,positive,"[0.01740603893995285, 0.0033864150755107403, 0.979207456111908]",dynasent_r1
I'm glad to be able to fill in bioidentical prescriptions and I'm not going to use the ones that come from neglected animals.,neutral,positive,False,positive,"[0.39142167568206787, 0.029231369495391846, 0.5793469548225403]",dynasent_r2
Imagine if you will a Tony Hawk skating video interspliced with footage from Behind Enemy Lines and set to Jersey shore techno .,negative,neutral,False,neutral,"[0.0038343353662639856, 0.9920675754547119, 0.004098033532500267]",sst_local
It isn't a huge patio area so I can see how it might be difficult to get a seat during dinner or perhaps lunch.,negative,neutral,False,negative,"[0.9715362191200256, 0.02725110948085785, 0.0012127512600272894]",dynasent_r1
So I was slightly impressed.,positive,neutral,False,positive,"[5.514853182830848e-05, 0.00736960768699646, 0.9925752878189087]",dynasent_r1
Huge fan of Korean BBQ.,positive,positive,True,positive,"[0.001019001705572009, 0.008831880055367947, 0.9901491403579712]",dynasent_r1
But an unwillingness to explore beyond the surfaces of her characters prevents Nettelbeck 's film from coming together .,negative,negative,True,negative,"[0.8523451685905457, 0.1433175951242447, 0.004337261896580458]",sst_local
"If you 're not into the Pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open .",negative,negative,True,negative,"[0.9875056743621826, 0.00994422473013401, 0.0025500257033854723]",sst_local
We traveled home and the pizza smelled delightful.,positive,positive,True,positive,"[6.547677458001999e-06, 3.044573895749636e-05, 0.9999630451202393]",dynasent_r1
