round,legacy_id,id,name,model,gpt,electra,description,merged_f1,merged_accuracy,dyn1_f1,dyn1_accuracy,dyn2_f1,dyn2_accuracy,sst_f1,sst_accuracy,ft_cost,cost_per_f1,tokens,rate,gpt_ft_cost,electra_ft_cost,merged_f1_mean,merged_accuracy_mean,dyn1_f1_mean,dyn1_accuracy_mean,dyn2_f1_mean,dyn2_accuracy_mean,sst_f1_mean,sst_accuracy_mean,merged_f1_std,merged_accuracy_std,dyn1_f1_std,dyn1_accuracy_std,dyn2_f1_std,dyn2_accuracy_std,sst_f1_std,sst_accuracy_std
1,E16-G4OM-ELFT-PR,E7,"E7: Prompt, Probs",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Probs",83.01,83.6,86.44,86.36,78.92,79.17,71.53,80.54,$53.26,$0.6416,0,3.0,$0.00,$53.26,83.27000000000001,83.835,86.6,86.515,79.405,79.655,72.255,80.83500000000001,0.36769552621699686,0.33234018715767655,0.22627416997970545,0.21920310216783134,0.6858935777509503,0.6858935777509503,1.025304832720501,0.4171930009000504
1,E17-G4OM-ELFT-PR2,E8,"E8: Prompt, Label, Probs",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Label, Probs",83.43,84.12,87.02,86.94,79.72,80.14,71.03,80.81,$53.26,$0.6384,0,3.0,$0.00,$53.26,83.655,84.295,87.215,87.13499999999999,79.975,80.35,71.78,80.95,0.3181980515339384,0.24748737341528762,0.2757716446627489,0.27577164466275894,0.3606244584051479,0.2969848480983562,1.0606601717798212,0.1979898987322341
1,E18-G4OM-ELFT-EX-PR2,E9,"E9: Prompt, Label, Probs, Examples",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Label, Probs, Examples",82.91,83.54,86.15,86.06,78.69,79.03,71.49,80.9,$53.26,$0.6424,0,3.0,$0.00,$53.26,83.185,83.785,86.575,86.475,78.985,79.305,71.94,80.855,0.3889087296525941,0.34648232278140967,0.6010407640085614,0.5868986283848383,0.41719300090006545,0.3889087296525941,0.6363961030678968,0.06363961030679169
1,E4-G4OMFT,E10,E10: Fine-tune w/prompt,GPT-4o-mini,gpt-4o-mini FT,,Fine-tune w/prompt,86.77,87.26,89.86,89.75,86.9,87.08,75.68,83.26,$33.15,$0.3820,"11,049,720",3.0,$33.15,$0.00,86.695,87.17500000000001,89.65,89.53999999999999,86.99000000000001,87.15,75.83000000000001,83.325,0.10606601717797108,0.12020815280171931,0.2969848480983562,0.29698484809834613,0.1272792206135683,0.09899494936611203,0.21213203435595723,0.09192388155424797
1,E29-G4OMFT5,E11,E11: Fine-tune w/prompt (5 epochs),GPT-4o-mini,gpt-4o-mini FT 5,,Fine-tune w/prompt (5 epochs),84.95,85.27,87.83,87.67,85.93,85.97,75.6,81.13,$165.75,$1.9511,"55,248,600",3.0,$165.75,$0.00,84.855,85.16999999999999,87.735,87.57,86.215,86.25,75.375,80.905,0.13435028842544242,0.14142135623730648,0.13435028842544242,0.14142135623730648,0.4030508652763273,0.3959797974644682,0.3181980515339384,0.3181980515339384
1,E11-G4OMFT-M,E12,E12: Minimal fine-tune,GPT-4o-mini,gpt-4o-mini FT-M,,Minimal fine-tune,86.55,87.0,89.7,89.58,86.97,87.08,75.62,82.76,$16.60,$0.1918,"5,534,849",3.0,$16.60,$0.00,86.50999999999999,86.945,89.57,89.445,87.125,87.22,75.74000000000001,82.785,0.05656854249491757,0.0777817459305148,0.18384776310850096,0.19091883092036,0.21920310216783134,0.1979898987322341,0.16970562748476276,0.035355339059330394
1,E5-G4OMFT-EBFT-P,E13,E13: Fine-tune w/prompt,GPT-4o-mini FT + EBFT,gpt-4o-mini FT,ELECTRA Base FT,Fine-tune w/prompt,81.42,81.9,84.77,84.78,74.49,74.72,70.95,79.55,$42.88,$0.5266,"11,049,720",3.0,$33.15,$9.73,81.055,81.57,84.66999999999999,84.68,73.055,73.33,69.7,79.185,0.5161879502661875,0.466690475583124,0.14142135623730648,0.14142135623731653,2.0293964620053897,1.9657568516986028,1.7677669529663689,0.5161879502661875
1,E6-G4OMFT-EBFT-FT,E14,"E14: Fine-tune w/prompt, label",GPT-4o-mini FT + EBFT,gpt-4o-mini FT-L,ELECTRA Base FT,"Fine-tune w/prompt, label",82.02,82.53,85.24,85.11,78.15,78.47,71.68,79.64,$49.31,$0.6012,"13,193,757",3.0,$39.58,$9.73,81.83500000000001,82.39,85.195,85.07,77.29,77.64,70.695,79.57,0.26162950903902077,0.1979898987322341,0.06363961030677662,0.05656854249491757,1.216223663640861,1.1737972567696664,1.3930003589375028,0.09899494936611203
1,E25-G4OMFT-EBFT-FT5,E15,"E15: Fine-tune w/prompt, label (5 epochs)",GPT-4o-mini FT + EBFT,gpt-4o-mini FT-L 5,ELECTRA Base FT,"Fine-tune w/prompt, label (5 epochs)",83.88,84.27,86.74,86.61,81.62,81.81,75.0,81.27,$207.64,$2.4754,"65,968,785",3.0,$197.91,$9.73,83.66999999999999,84.08,86.38,86.25,81.185,81.39,75.02000000000001,81.425,0.29698484809834613,0.26870057685088483,0.5091168824543134,0.5091168824543134,0.6151828996322996,0.5939696961967024,0.028284271247461298,0.21920310216783134
1,E28-G4OMFT-ELFT-P,E16,E16: Fine-tune w/prompt,GPT-4o-mini FT + ELFT,gpt-4o-mini FT,ELECTRA Large FT,Fine-tune w/prompt,84.0,84.58,87.65,87.58,80.37,80.69,72.46,80.95,$86.41,$1.0287,"11,049,720",3.0,$33.15,$53.26,83.935,84.50999999999999,87.57,87.5,80.17,80.485,72.46,80.95,0.09192388155424797,0.09899494936611203,0.11313708498985021,0.11313708498984519,0.28284271247462306,0.28991378028648207,0.0,0.0
1,E26-G4OMFT-ELFT-FT,E17,"E17: Fine-tune w/prompt, label",GPT-4o-mini FT + ELFT,gpt-4o-mini FT-L,ELECTRA Large FT,"Fine-tune w/prompt, label",84.16,84.7,87.65,87.56,80.89,81.11,73.29,81.22,$92.84,$1.1032,"13,193,757",3.0,$39.58,$53.26,84.115,84.64500000000001,87.58000000000001,87.49000000000001,80.75,80.97,73.33500000000001,81.22,0.06363961030679169,0.07778174593052485,0.09899494936612208,0.09899494936612208,0.1979898987322341,0.1979898987322341,0.06363961030677662,0.0
1,E27-G4OMFT-ELFT-FT5,E18,"E18: Fine-tune w/prompt, label (5 epochs)",GPT-4o-mini FT + ELFT,gpt-4o-mini FT-L 5,ELECTRA Large FT,"Fine-tune w/prompt, label (5 epochs)",84.87,85.25,87.87,87.75,83.8,83.89,75.58,81.63,$251.17,$2.9594,"65,968,785",3.0,$197.91,$53.26,84.83000000000001,85.2,87.75,87.625,84.37,84.445,75.58500000000001,81.495,0.05656854249492762,0.07071067811865074,0.16970562748477783,0.1767766952966369,0.8061017305526595,0.7848885271170724,0.0070710678118640685,0.19091883092037004
1,E7-G4O-ELFT,E19,"E19: Prompt, Label",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label",83.18,83.68,85.71,85.56,81.98,82.22,73.44,81.09,$53.26,$0.6403,0,25.0,$0.00,$53.26,83.19,83.685,85.71,85.56,82.055,82.28999999999999,73.47999999999999,81.09,0.014142135623733162,0.007071067811859044,0.0,0.0,0.10606601717797108,0.09899494936612208,0.05656854249492762,0.0
1,E20-G4O-ELFT-EX,E20,"E20: Prompt, Label, Examples (Few shot)",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label, Examples (Few shot)",83.09,83.66,86.01,85.86,81.53,81.81,72.06,80.68,$53.26,$0.6410,0,25.0,$0.00,$53.26,83.285,83.83,86.11,85.96000000000001,81.48,81.74000000000001,72.955,81.04,0.27577164466275894,0.24041630560342858,0.14142135623730148,0.14142135623730648,0.07071067811865074,0.09899494936612208,1.2657211383239144,0.5091168824543134
1,E21-G4O-ELFT-BEX,E21,"E21: Prompt, Label, Balanced Ex. (Few shot)",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label, Balanced Ex. (Few shot)",82.99,83.55,85.87,85.69,80.89,81.11,72.15,80.86,$53.26,$0.6418,0,25.0,$0.00,$53.26,83.185,83.72,86.005,85.83,81.035,81.25,72.88,81.08500000000001,0.2757716446627489,0.24041630560342858,0.19091883092037004,0.1979898987322341,0.20506096654410824,0.1979898987322341,1.03237590053236,0.31819805153394337
1,E22-G4O-ELFT-PR,E22,"E22: Prompt, Probs",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Probs",82.65,83.25,86.05,85.97,77.67,77.92,71.16,80.54,$53.26,$0.6444,0,25.0,$0.00,$53.26,82.985,83.56,86.36500000000001,86.275,78.41499999999999,78.68,71.895,80.72,0.473761543394978,0.4384062043356627,0.44547727214752675,0.4313351365237886,1.0535891039679572,1.0748023074035444,1.039446968344224,0.25455844122716176
1,E23-G4O-ELFT-PR2,E23,"E23: Prompt, Label, Probs",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label, Probs",83.08,83.71,86.44,86.33,79.23,79.58,71.48,80.77,$53.26,$0.6411,0,25.0,$0.00,$53.26,83.31,83.905,86.685,86.57,79.46000000000001,79.78999999999999,72.16499999999999,80.905,0.3252691193458175,0.2757716446627489,0.3464823227814147,0.33941125496955066,0.32526911934580244,0.2969848480983562,0.9687362902255683,0.19091883092037507
1,E24-G4O-ELFT-EX-PR2,E24,"E24: Prompt, Label, Probs, Examples",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label, Probs, Examples",82.74,83.35,86.32,86.22,77.76,78.06,70.98,80.41,$53.26,$0.6437,0,25.0,$0.00,$53.26,83.03999999999999,83.62,86.525,86.41499999999999,78.47,78.75,71.83000000000001,80.655,0.42426406871193956,0.3818376618407351,0.28991378028648707,0.27577164466275894,1.0040916292849036,0.9758073580374323,1.2020815280171278,0.3464823227814147
1,E8-G4OFT,E25,E25: Fine-tune w/prompt,GPT-4o,gpt-4o FT,,Fine-tune w/prompt,86.83,87.43,90.44,90.36,88.34,88.47,73.08,82.31,$276.24,$3.1814,"11,049,720",25.0,$276.24,$0.00,86.785,87.375,90.46000000000001,90.39,88.14,88.265,73.08500000000001,82.17500000000001,0.06363961030679169,0.07778174593052987,0.028284271247461298,0.04242640687119446,0.28284271247462306,0.28991378028648207,0.0070710678118640685,0.19091883092037004
1,E12-G4OFT-M,E26,E26: Minimal fine-tune,GPT-4o,gpt-4o FT-M,,Minimal fine-tune,86.99,87.57,90.57,90.5,89.0,89.17,73.99,82.26,$138.37,$1.5907,"5,534,849",25.0,$138.37,$0.00,86.99,87.57,90.57,90.5,89.0,89.17,73.99,82.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,E9-G4OFT-ELFT-P,E27,E27: Fine-tune w/prompt,GPT-4o FT + ELFT,gpt-4o FT,ELECTRA Large FT,Fine-tune w/prompt,83.82,84.47,87.8,87.72,79.49,79.86,71.18,80.68,$329.50,$3.9311,"11,049,720",25.0,$276.24,$53.26,84.03,84.655,87.895,87.805,80.005,80.345,71.995,80.93,0.29698484809834613,0.26162950903902576,0.13435028842544242,0.12020815280170925,0.7283199846221448,0.6858935777509503,1.1525840533340692,0.3535533905932738
1,E10-G4OFT-ELFT-FT,E28,"E28: Fine-tune w/prompt, label",GPT-4o FT + ELFT,gpt-4o FT-L,ELECTRA Large FT,"Fine-tune w/prompt, label",84.23,84.82,87.74,87.64,80.55,80.83,72.63,81.54,$383.10,$4.5483,"13,193,757",25.0,$329.84,$53.26,84.36500000000001,84.93,87.805,87.695,81.28,81.525,73.095,81.54,0.19091883092036,0.15556349186104468,0.09192388155425299,0.07778174593052485,1.032375900532365,0.9828784258492964,0.657609306503494,0.0
2,B1-EB,B1,"B1: Baseline, Classifier head",ELECTRA Base,—,ELECTRA Base,"Baseline, Classifier head",69.37,69.57,70.75,71.11,61.19,61.25,60.34,69.77,$0.65,$0.0094,,,,$0.00,69.51,69.69999999999999,70.85499999999999,71.195,61.39,61.46,60.595,69.955,0.1979898987322341,0.18384776310850096,0.14849242404916552,0.12020815280170925,0.28284271247462306,0.2969848480983512,0.3606244584051353,0.26162950903902576
2,B2-EL,B2,"B2: Baseline, Classifier head",ELECTRA Large,—,ELECTRA Large,"Baseline, Classifier head",67.99,68.15,69.67,70.03,59.78,59.72,58.21,67.83,$2.51,$0.0369,,,,$0.00,67.935,68.105,69.695,70.045,59.78,59.72,57.945,67.67,0.0777817459305148,0.06363961030679169,0.03535533905932034,0.02121320343559723,0.0,0.0,0.37476659402887097,0.22627416997969038
2,B3-G4OM,B3,B3: Baseline (Zero shot),GPT-4o-mini,gpt-4o-mini,,Baseline (Zero shot),79.29,80.15,81.19,81.08,76.69,77.36,69.3,79.55,$0.00,$0.0000,0,3.0,$0.00,$0.00,79.405,80.245,81.155,81.03999999999999,77.02,77.64,69.985,79.8,0.1626345596728987,0.13435028842544242,0.0494974746830535,0.05656854249492762,0.46669047558311894,0.3959797974644682,0.9687362902255733,0.3535533905932738
2,B4-G4O,B4,B4: Baseline (Zero shot),GPT-4o,gpt-4o,,Baseline (Zero shot),79.8,80.47,80.77,80.61,80.05,80.42,71.96,80.27,$0.00,$0.0000,0,25.0,$0.00,$0.00,79.97,80.60499999999999,80.945,80.775,80.13499999999999,80.49000000000001,72.08,80.36,0.24041630560342858,0.19091883092036,0.24748737341529264,0.2333452377915645,0.12020815280170925,0.09899494936612208,0.16970562748477783,0.12727922061358338
2,E1-EBFT,E1,E1: Fine-tune all layers,ELECTRA Base,—,ELECTRA Base FT,Fine-tune all layers,78.98,79.46,82.13,82.19,69.51,69.72,68.13,78.19,$9.73,$0.1232,,,,$9.73,79.135,79.57499999999999,82.115,82.16499999999999,70.67,70.83,69.03999999999999,78.215,0.21920310216783134,0.16263455967290372,0.02121320343559723,0.035355339059330394,1.6404877323527856,1.5697770542341347,1.2869343417595167,0.035355339059330394
2,E2-ELFT,E2,E2: Fine-tune all layers,ELECTRA Large,—,ELECTRA Large FT,Fine-tune all layers,83.16,83.71,86.53,86.44,78.36,78.61,72.63,80.91,$53.26,$0.6405,,,,$53.26,82.75999999999999,83.335,86.22,86.13499999999999,77.325,77.57,71.765,80.63499999999999,0.565685424949241,0.5303300858899106,0.4384062043356627,0.4313351365237986,1.4637110370561486,1.4707821048680227,1.22329473145272,0.38890872965260415
2,E3-G4OM-EBFT,E3,"E3: Prompt, Label",GPT-4o-mini + EBFT,gpt-4o-mini,ELECTRA Base FT,"Prompt, Label",82.26,82.92,86.29,86.25,74.47,74.86,70.03,80.14,$9.73,$0.1183,0,3.0,$0.00,$9.73,82.5,83.13499999999999,86.39500000000001,86.345,75.33,75.695,70.875,80.34,0.33941125496953556,0.3040559159102052,0.1484924240491756,0.13435028842544242,1.216223663640861,1.1808683245815306,1.1950104602052638,0.28284271247462306
2,E13-G4OM-ELFT,E4,"E4: Prompt, Label",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Label",84.1,84.73,87.9,87.83,79.52,79.86,72.54,81.27,$53.26,$0.6333,0,3.0,$0.00,$53.26,83.79499999999999,84.47,87.71000000000001,87.65,78.72999999999999,79.16499999999999,71.765,81.02,0.4313351365237986,0.36769552621701196,0.2687005768508899,0.25455844122715166,1.117228714274749,0.9828784258493065,1.0960155108391567,0.3535533905932738
2,E15-G4OM-ELFT-EX,E5,"E5: Prompt, Label, Examples",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Label, Examples (Few shot)",83.63,84.18,87.13,87.03,80.29,80.56,72.68,80.72,$53.26,$0.6369,0,3.0,$0.00,$53.26,83.41499999999999,83.99000000000001,86.935,86.83500000000001,79.5,79.795,72.33000000000001,80.72,0.30405591591021525,0.2687005768508899,0.2757716446627489,0.2757716446627489,1.117228714274754,1.0818733752154186,0.49497474683058024,0.0
2,E19-G4OM-ELFT-BEX,E6,"E6: Prompt, Label, Balanced Ex.",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Label, Balanced Ex. (Few shot)",83.28,83.81,86.71,86.58,80.12,80.42,72.51,80.41,$53.26,$0.6395,0,3.0,$0.00,$53.26,82.98,83.545,86.275,86.13499999999999,79.86500000000001,80.21000000000001,71.98,80.41,0.42426406871192446,0.37476659402887097,0.6151828996322845,0.6293250352560328,0.3606244584051378,0.29698484809834613,0.7495331880577419,0.0
2,E16-G4OM-ELFT-PR,E7,"E7: Prompt, Probs",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Probs",83.53,84.07,86.76,86.67,79.89,80.14,72.98,81.13,$53.26,$0.6376,0,3.0,$0.00,$53.26,83.27000000000001,83.835,86.6,86.515,79.405,79.655,72.255,80.83500000000001,0.36769552621699686,0.33234018715767655,0.22627416997970545,0.21920310216783134,0.6858935777509503,0.6858935777509503,1.025304832720501,0.4171930009000504
2,E17-G4OM-ELFT-PR2,E8,"E8: Prompt, Label, Probs",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Label, Probs",83.88,84.47,87.41,87.33,80.23,80.56,72.53,81.09,$53.26,$0.6350,0,3.0,$0.00,$53.26,83.655,84.295,87.215,87.13499999999999,79.975,80.35,71.78,80.95,0.3181980515339384,0.24748737341528762,0.2757716446627489,0.27577164466275894,0.3606244584051479,0.2969848480983562,1.0606601717798212,0.1979898987322341
2,E18-G4OM-ELFT-EX-PR2,E9,"E9: Prompt, Label, Probs, Examples",GPT-4o-mini + ELFT,gpt-4o-mini,ELECTRA Large FT,"Prompt, Label, Probs, Examples",83.46,84.03,87.0,86.89,79.28,79.58,72.39,80.81,$53.26,$0.6382,0,3.0,$0.00,$53.26,83.185,83.785,86.575,86.475,78.985,79.305,71.94,80.855,0.3889087296525941,0.34648232278140967,0.6010407640085614,0.5868986283848383,0.41719300090006545,0.3889087296525941,0.6363961030678968,0.06363961030679169
2,E4-G4OMFT,E10,E10: Fine-tune w/prompt,GPT-4o-mini,gpt-4o-mini FT,,Fine-tune w/prompt,86.62,87.09,89.44,89.33,87.08,87.22,75.98,83.39,$33.15,$0.3827,"11,049,720",3.0,$33.15,$0.00,86.695,87.17500000000001,89.65,89.53999999999999,86.99000000000001,87.15,75.83000000000001,83.325,0.10606601717797108,0.12020815280171931,0.2969848480983562,0.29698484809834613,0.1272792206135683,0.09899494936611203,0.21213203435595723,0.09192388155424797
2,E29-G4OMFT5,E11,E11: Fine-tune w/prompt (5 epochs),GPT-4o-mini,gpt-4o-mini FT 5,,Fine-tune w/prompt (5 epochs),84.76,85.07,87.64,87.47,86.5,86.53,75.15,80.68,$165.75,$1.9555,"55,248,600",3.0,$165.75,$0.00,84.855,85.16999999999999,87.735,87.57,86.215,86.25,75.375,80.905,0.13435028842544242,0.14142135623730648,0.13435028842544242,0.14142135623730648,0.4030508652763273,0.3959797974644682,0.3181980515339384,0.3181980515339384
2,E11-G4OMFT-M,E12,E12: Minimal fine-tune,GPT-4o-mini,gpt-4o-mini FT-M,,Minimal fine-tune,86.47,86.89,89.44,89.31,87.28,87.36,75.86,82.81,$16.60,$0.1920,"5,534,849",3.0,$16.60,$0.00,86.50999999999999,86.945,89.57,89.445,87.125,87.22,75.74000000000001,82.785,0.05656854249491757,0.0777817459305148,0.18384776310850096,0.19091883092036,0.21920310216783134,0.1979898987322341,0.16970562748476276,0.035355339059330394
2,E5-G4OMFT-EBFT-P,E13,E13: Fine-tune w/prompt,GPT-4o-mini FT + EBFT,gpt-4o-mini FT,ELECTRA Base FT,Fine-tune w/prompt,80.69,81.24,84.57,84.58,71.62,71.94,68.45,78.82,$42.88,$0.5314,"11,049,720",3.0,$33.15,$9.73,81.055,81.57,84.66999999999999,84.68,73.055,73.33,69.7,79.185,0.5161879502661875,0.466690475583124,0.14142135623730648,0.14142135623731653,2.0293964620053897,1.9657568516986028,1.7677669529663689,0.5161879502661875
2,E6-G4OMFT-EBFT-FT,E14,"E14: Fine-tune w/prompt, label",GPT-4o-mini FT + EBFT,gpt-4o-mini FT-L,ELECTRA Base FT,"Fine-tune w/prompt, label",81.65,82.25,85.15,85.03,76.43,76.81,69.71,79.5,$49.31,$0.6039,"13,193,757",3.0,$39.58,$9.73,81.83500000000001,82.39,85.195,85.07,77.29,77.64,70.695,79.57,0.26162950903902077,0.1979898987322341,0.06363961030677662,0.05656854249491757,1.216223663640861,1.1737972567696664,1.3930003589375028,0.09899494936611203
2,E25-G4OMFT-EBFT-FT5,E15,"E15: Fine-tune w/prompt, label (5 epochs)",GPT-4o-mini FT + EBFT,gpt-4o-mini FT-L 5,ELECTRA Base FT,"Fine-tune w/prompt, label (5 epochs)",83.46,83.89,86.02,85.89,80.75,80.97,75.04,81.58,$207.64,$2.4879,"65,968,785",3.0,$197.91,$9.73,83.66999999999999,84.08,86.38,86.25,81.185,81.39,75.02000000000001,81.425,0.29698484809834613,0.26870057685088483,0.5091168824543134,0.5091168824543134,0.6151828996322996,0.5939696961967024,0.028284271247461298,0.21920310216783134
2,E28-G4OMFT-ELFT-P,E16,E16: Fine-tune w/prompt,GPT-4o-mini FT + ELFT,gpt-4o-mini FT,ELECTRA Large FT,Fine-tune w/prompt,83.87,84.44,87.49,87.42,79.97,80.28,72.46,80.95,$86.41,$1.0303,"11,049,720",3.0,$33.15,$53.26,83.935,84.50999999999999,87.57,87.5,80.17,80.485,72.46,80.95,0.09192388155424797,0.09899494936611203,0.11313708498985021,0.11313708498984519,0.28284271247462306,0.28991378028648207,0.0,0.0
2,E26-G4OMFT-ELFT-FT,E17,"E17: Fine-tune w/prompt, label",GPT-4o-mini FT + ELFT,gpt-4o-mini FT-L,ELECTRA Large FT,"Fine-tune w/prompt, label",84.07,84.59,87.51,87.42,80.61,80.83,73.38,81.22,$92.84,$1.1043,"13,193,757",3.0,$39.58,$53.26,84.115,84.64500000000001,87.58000000000001,87.49000000000001,80.75,80.97,73.33500000000001,81.22,0.06363961030679169,0.07778174593052485,0.09899494936612208,0.09899494936612208,0.1979898987322341,0.1979898987322341,0.06363961030677662,0.0
