review,classification,prediction,match,classifier_decision,probabilities,source
Place was fairly empty but the bartender Charles was friendly and attentive.,positive,positive,True,positive,"[0.0002529305638745427, 2.4843366190907545e-05, 0.9997223019599915]",dynasent_r1
Life is full of surprises and miracles.,neutral,positive,False,positive,"[0.00022215269564185292, 0.03198721632361412, 0.9677905440330505]",dynasent_r2
"Other lash studios put on lashes that were too heavy for my lashes, as well as glue that irritated my eyes.",negative,negative,True,negative,"[0.9586255550384521, 0.03778242692351341, 0.0035920250229537487]",dynasent_r1
We sat down and got two baskets of chips and salsa. tasty,positive,positive,True,positive,"[3.4564513043733314e-05, 0.0011367511469870806, 0.9988287091255188]",dynasent_r2
Then on Sunday at 10am received a text saying delivered.,neutral,neutral,True,neutral,"[0.0013010842958465219, 0.941166877746582, 0.057532042264938354]",dynasent_r1
A candid and often fascinating documentary about a Pentecostal church in Dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,positive,positive,True,positive,"[0.00020184881577733904, 0.011497320607304573, 0.9883008599281311]",sst_local
"4 friends , 2 couples , 2000 miles , and all the Pabst Blue Ribbon beer they can drink - it 's the ultimate redneck road-trip .",positive,neutral,False,neutral,"[0.001004396821372211, 0.6307805180549622, 0.3682151138782501]",sst_local
"Previous visits merited satisfied customers, including my friend's fiancee who is notoriously hard to please (he's not so much picky as a perfectionist with high expectations for quality food).",positive,positive,True,positive,"[0.0014396955957636237, 0.003324908437207341, 0.9952353835105896]",dynasent_r1
Or email info@Geaughahumain.org.,neutral,neutral,True,neutral,"[0.0009934211848303676, 0.9757283926010132, 0.023278197273612022]",dynasent_r1
Adam Sandler is to Gary Cooper what a gnat is to a racehorse .,negative,negative,True,negative,"[0.7464814186096191, 0.24423004686832428, 0.00928849820047617]",sst_local
Spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects .,neutral,neutral,True,positive,"[0.021053683012723923, 0.22747275233268738, 0.7514735460281372]",sst_local
I keep mine outside.,neutral,neutral,True,neutral,"[0.0013804966583848, 0.976466178894043, 0.022153377532958984]",dynasent_r1
"We ate dinner here, ordered a salad and chicken, the chicken came out slightly undercooked, we told Jonathan, our waiter, and he took it back.",negative,negative,True,negative,"[0.7295599579811096, 0.0037466061767190695, 0.2666934132575989]",dynasent_r1
Calamari was chewy.,negative,negative,True,negative,"[0.9922423362731934, 0.002350014168769121, 0.005407710559666157]",dynasent_r1
I'll start off by saying the atmosphere is not for everyone.,negative,negative,True,negative,"[0.9883397817611694, 0.009618276730179787, 0.002041902393102646]",dynasent_r1
"No movement , no yuks , not much of anything .",negative,negative,True,negative,"[0.9371361136436462, 0.05789949744939804, 0.004964411724358797]",sst_local
"To be fair, the food here is delicious and my husband and I used to go all the time.",positive,positive,True,positive,"[0.0004027703544124961, 3.0573650292353705e-05, 0.9995666146278381]",dynasent_r1
"That being said, if I had to complain I would about the price of the steak being different from the one in the menu ($19 to the menu's 16, both without tax).",negative,negative,True,negative,"[0.9961628913879395, 0.0016076256288215518, 0.0022293971851468086]",dynasent_r1
He then sits me down and gives me a jarring explanation on whats going to happen making my nerves rise and my anxiety kick in.,negative,negative,True,negative,"[0.9826596975326538, 0.009841982275247574, 0.00749843567609787]",dynasent_r1
Tell them to send Steve.,neutral,neutral,True,neutral,"[0.008699831552803516, 0.9581285715103149, 0.03317159786820412]",dynasent_r1
Let me just start this off by saying that first lol!,neutral,neutral,True,neutral,"[0.0018729588482528925, 0.8706656098365784, 0.12746140360832214]",dynasent_r1
"... a haunting vision , with images that seem more like disturbing hallucinations .",negative,negative,True,positive,"[0.05153568834066391, 0.23869682848453522, 0.7097674608230591]",sst_local
"... ambition is in short supply in the cinema , and Egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .",positive,positive,True,positive,"[0.0012005290482193232, 0.01176312193274498, 0.987036406993866]",sst_local
"I had the beef sausage with mustard, pineapple, onion, cilantro, and some kind of ""volcanic"" spicy sauce.",neutral,neutral,True,neutral,"[0.0004116350901313126, 0.9761148691177368, 0.023473534733057022]",dynasent_r1
The whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .,negative,negative,True,negative,"[0.9015939831733704, 0.09315215051174164, 0.005253875162452459]",sst_local
Original price: $550.,neutral,neutral,True,neutral,"[0.003349140053614974, 0.9762018322944641, 0.020448949187994003]",dynasent_r1
I called a few places but didn't feel comfortable having them work on my grandmother's clock.,negative,neutral,False,neutral,"[0.2187625765800476, 0.7694883346557617, 0.011749028228223324]",dynasent_r1
So what is the point ?,negative,neutral,False,neutral,"[0.010296653024852276, 0.9831447601318359, 0.006558543536812067]",sst_local
Cliches are as thick as the cigarette smoke .,negative,negative,True,negative,"[0.988342821598053, 0.010420180857181549, 0.0012369793839752674]",sst_local
"Hence, that's why they do not take walk ins.",neutral,neutral,True,neutral,"[0.40222832560539246, 0.5772649049758911, 0.02050679735839367]",dynasent_r2
"The radiator was fine, it wasn't leaking at all.",positive,positive,True,positive,"[0.0012593598803505301, 0.03563987836241722, 0.963100790977478]",dynasent_r1
I was up there for a doctor's appointment recently at Cleveland Clinic and wanted to stop by your casino.,neutral,neutral,True,neutral,"[0.00030325434636324644, 0.9624522924423218, 0.037244461476802826]",dynasent_r1
They were able to get my little ones in the following week!,positive,positive,True,positive,"[0.0011659904848784208, 0.2978859543800354, 0.7009479999542236]",dynasent_r1
"The diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",positive,positive,True,positive,"[0.0004253405495546758, 0.024903226643800735, 0.9746714234352112]",sst_local
Takes my order.,neutral,neutral,True,neutral,"[0.0016007657395675778, 0.9691656231880188, 0.02923358790576458]",dynasent_r1
"For decent Mexican cuisine. Yeah, the daniels have nailed it. I work in the same square and have lunch from the daniels at least twice a week.",positive,positive,True,positive,"[6.627691618632525e-05, 8.54702593642287e-05, 0.9998482465744019]",dynasent_r2
"We were, of course, able to purchase a bottle of water right after we got past the gate for $2.50.",neutral,neutral,True,positive,"[0.006538099143654108, 0.18928031623363495, 0.8041815757751465]",dynasent_r1
The premise is overshadowed by the uberviolence of the Clericks as this becomes just another kung-fu sci-fi movie with silly action sequences .,negative,negative,True,negative,"[0.9292980432510376, 0.06918977200984955, 0.0015121586620807648]",sst_local
"Each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , Storytelling never quite gets over its rather lopsided conception .",neutral,negative,False,negative,"[0.6117839813232422, 0.3769400119781494, 0.011275948956608772]",sst_local
"Rather than charging us for the full hour they bit into, we were only charged for the additional 15 minutes.",positive,positive,True,positive,"[0.0019920843187719584, 0.028026776388287544, 0.9699810743331909]",dynasent_r1
"A lady working at the till gave us another, which we then proceeded to order from.",neutral,neutral,True,neutral,"[0.008659454062581062, 0.9302562475204468, 0.06108430400490761]",dynasent_r1
"I asked them not to cut my cuticles, and they went ahead and did so because they thought it would please me.",negative,negative,True,positive,"[0.02235940285027027, 0.03924235329031944, 0.9383981823921204]",dynasent_r2
"Rob is freaky fast to respond to any email. Like, slow doesn't exist in his head.",positive,positive,True,positive,"[0.0616179034113884, 0.005102211609482765, 0.9332798719406128]",dynasent_r2
"The luggage cart took someone's bags to the plane, however that plane was going to a different location.",negative,neutral,False,neutral,"[0.10763426125049591, 0.8803042769432068, 0.012061497196555138]",dynasent_r2
The cops were awesome and said they get called to Zipps (all locations) a lot over things like this.,positive,positive,True,positive,"[0.000392448011552915, 9.111215331358835e-05, 0.9995163679122925]",dynasent_r1
There was this funky smell in it that he eliminated and the car looks better than it did when I got it.,positive,positive,True,positive,"[0.0007520389626733959, 7.175481732701883e-05, 0.9991762042045593]",dynasent_r1
So we get this plan laid out and start getting moulds like  a year in advance.,neutral,neutral,True,neutral,"[0.0016264183213934302, 0.9617518186569214, 0.03662172332406044]",dynasent_r1
"Nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives Hollywood .",positive,positive,True,positive,"[0.002119337674230337, 0.10757356137037277, 0.8903071284294128]",sst_local
There is nothing fancy or pretentious about Mochanics but their service is second to none.,positive,positive,True,positive,"[0.0014054363127797842, 6.251538434298709e-05, 0.9985320568084717]",dynasent_r1
"Nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clichés and telegraphed episodes smell of old soap opera .",negative,negative,True,negative,"[0.8402552008628845, 0.157875195145607, 0.0018696427578106523]",sst_local
If u are a smoker this is paradise for u.,positive,positive,True,positive,"[0.15160149335861206, 0.007834332063794136, 0.8405641317367554]",dynasent_r1
It was worth to wait a while to have my tattoo coloring appointment.,positive,positive,True,positive,"[0.04289819300174713, 0.039076775312423706, 0.918025016784668]",dynasent_r1
"Stars Matthew Perry and Elizabeth Hurley illicit more than a chuckle , and more jokes land than crash , but ultimately Serving Sara does n't distinguish itself from the herd .",negative,negative,True,negative,"[0.5262935757637024, 0.37550729513168335, 0.09819916635751724]",sst_local
Want an amazing foot massage???!!!!,positive,positive,True,positive,"[0.002488908125087619, 0.19069625437259674, 0.8068147897720337]",dynasent_r1
Based on my recent experience...  GO ELSEWHERE!!!,negative,negative,True,negative,"[0.9974529147148132, 0.0005296883755363524, 0.0020174039527773857]",dynasent_r1
During said call I was assured there would be no wait and they would get started right away and wouldn't take longer than 20mins.,neutral,positive,False,positive,"[0.0020881658419966698, 0.26498082280158997, 0.7329310178756714]",dynasent_r1
"The second time, the concierge was lacking in skill and so we paid the cover.",negative,negative,True,negative,"[0.9954767823219299, 0.0011518753599375486, 0.003371245227754116]",dynasent_r1
An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved .,positive,positive,True,positive,"[0.0014561665011569858, 0.06567107886075974, 0.9328727126121521]",sst_local
"A gob of drivel so sickly sweet , even the eager consumers of Moore 's pasteurized ditties will retch it up like rancid crème brûlée .",negative,negative,True,negative,"[0.9983512163162231, 0.0013430446851998568, 0.0003057775611523539]",sst_local
The plot grinds on with yawn-provoking dullness .,negative,negative,True,negative,"[0.9979454874992371, 0.001641659066081047, 0.00041284001781605184]",sst_local
My husband picked it up along with the other items and I put it on about 2 weeks later.,neutral,neutral,True,neutral,"[0.0006483583711087704, 0.9830931425094604, 0.01625847816467285]",dynasent_r1
Offers a breath of the fresh air of true sophistication .,positive,positive,True,positive,"[6.610513082705438e-05, 6.596569437533617e-05, 0.9998679161071777]",sst_local
Must-see viewing for anyone involved in the high-tech industry .,positive,positive,True,positive,"[0.00048751640133559704, 0.002035871148109436, 0.9974766373634338]",sst_local
It 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .,negative,negative,True,negative,"[0.9898818135261536, 0.009707384742796421, 0.00041074593900702894]",sst_local
There 's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in Point Pleasant .,neutral,negative,False,negative,"[0.8534547686576843, 0.14469386637210846, 0.0018513101385906339]",sst_local
"But in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .",negative,neutral,False,neutral,"[0.2857038974761963, 0.40903010964393616, 0.30526599287986755]",sst_local
When I pulled into my driveway I immediately popped my hood and called them.,neutral,neutral,True,neutral,"[0.07716123014688492, 0.8914318084716797, 0.0314069539308548]",dynasent_r1
I was getting a huge deal so I agreed.,positive,positive,True,positive,"[0.0008897328516468406, 0.07585803419351578, 0.9232522249221802]",dynasent_r1
2 barstools on either side with a few extra chairs laying around.,neutral,neutral,True,neutral,"[0.0011305705411359668, 0.9806979894638062, 0.01817142777144909]",dynasent_r1
impossible to spend time on patio in the afternoon do to the intense sun.,negative,negative,True,negative,"[0.9980599284172058, 0.0003861058212351054, 0.0015539125306531787]",dynasent_r1
A quietly reflective and melancholy New Zealand film about an eventful summer in a 13-year-old girl 's life .,positive,positive,True,positive,"[0.00018699458451010287, 0.028935950249433517, 0.970876932144165]",sst_local
IT WAS EMBARRASSING!,negative,negative,True,negative,"[0.9979762434959412, 0.0011269046226516366, 0.0008968804613687098]",dynasent_r1
It is exactly the kind of patrons that an institution in decay would like to encourage.,negative,negative,True,positive,"[0.08536549657583237, 0.10258465260267258, 0.8120498657226562]",dynasent_r2
Woo 's fights have a distinct flair .,positive,positive,True,positive,"[0.0007754770922474563, 0.029556667432188988, 0.9696678519248962]",sst_local
How could they not notice?,negative,negative,True,negative,"[0.6302065849304199, 0.36165955662727356, 0.008133862167596817]",dynasent_r1
They sent another installer and cut out the bad pieces and replaced them all AT NO ADDITIONAL COST.,positive,positive,True,positive,"[0.005445920862257481, 0.00039224576903507113, 0.9941617846488953]",dynasent_r1
"Tacos... grose, chicken tacos.... Grose and super spicy, red wine sangria.....",negative,negative,True,neutral,"[0.000702807039488107, 0.975014328956604, 0.02428281493484974]",dynasent_r1
"The wait has never been more than 5 minutes, not even enough to finish the chapter of whatever book I was currently reading.",positive,positive,True,positive,"[0.029813090339303017, 0.0020022974349558353, 0.9681845903396606]",dynasent_r1
something the true film buff will enjoy .,positive,positive,True,positive,"[0.00010874301369767636, 0.00034619777579791844, 0.9995450377464294]",sst_local
Three weeks before traveling to Vegas I followed up and received confirmation and sent one last confirmation email the week of the event.,neutral,neutral,True,neutral,"[0.0017188538331538439, 0.9601335525512695, 0.03814762830734253]",dynasent_r1
we stayed at the trump now more than a month ago (may 22-24).,neutral,neutral,True,neutral,"[0.0002934731310233474, 0.9692126512527466, 0.030493857339024544]",dynasent_r1
I signaled to the waitress who came over and looked at it also.,neutral,neutral,True,neutral,"[0.007868609391152859, 0.9779386520385742, 0.014192798174917698]",dynasent_r1
And the parking lot is huge.,positive,positive,True,positive,"[0.0011232109973207116, 0.09243003278970718, 0.9064467549324036]",dynasent_r1
I was ready to be a SHIELD recruit.,neutral,neutral,True,neutral,"[0.0014687299262732267, 0.8415794968605042, 0.15695175528526306]",dynasent_r1
TALK ABOUT GERNEROUSITY AND HOSPITALITY.,positive,positive,True,positive,"[0.010803228244185448, 0.017749186605215073, 0.9714475274085999]",dynasent_r1
Gets crowded during peek hours.,negative,negative,True,negative,"[0.9900280833244324, 0.00797949731349945, 0.0019924233201891184]",dynasent_r1
Visited Mercedes-Benz of Chandler this morning to test drive the CLA250.,neutral,neutral,True,neutral,"[0.0002547940530348569, 0.9642683267593384, 0.03547684848308563]",dynasent_r1
I gave him all of my information and let him know that I was driving two hours from out of town to meet with him so I wanted to make sure I had everything right before I left because I wanted to drive home with the car.,neutral,neutral,True,neutral,"[0.0004897635662928224, 0.9640910029411316, 0.035419169813394547]",dynasent_r1
I got a burger with fries for $3.99.,neutral,neutral,True,neutral,"[0.0003479722945485264, 0.9685104489326477, 0.03114156983792782]",dynasent_r1
Will definitely return and maybe check out their other services (waxing & facials).,positive,positive,True,positive,"[0.0004744601028505713, 0.0003028135106433183, 0.9992227554321289]",dynasent_r1
Coffee is VERY GOOD.,positive,positive,True,positive,"[0.00018842400459107012, 3.015350375790149e-05, 0.9997814297676086]",dynasent_r1
"A love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats .",positive,positive,True,positive,"[4.2628344090189785e-05, 0.00016994371253531426, 0.9997873902320862]",sst_local
"Full of profound , real-life moments that anyone can relate to , it deserves a wide audience .",positive,positive,True,positive,"[2.8823016691603698e-05, 0.0003479462757240981, 0.99962317943573]",sst_local
"Sandra Nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed Martha as her heart begins to open .",positive,positive,True,positive,"[0.0001815539289964363, 0.0020784346852451563, 0.9977400302886963]",sst_local
"The room transitions were poorly managed, with a bored looking person in a SHIELD t-shirt letting the music play a few loops before pressing the button to open the doors, making for a really engaging and immersive time, imagining you're in training for an actual government contract job, waiting for the instructor who is running behind due to a pile of paperwork and red tape.",negative,negative,True,negative,"[0.9875994920730591, 0.003203124040737748, 0.009197352454066277]",dynasent_r1
A memorable night...miserably so.,negative,negative,True,negative,"[0.9955476522445679, 0.001681742025539279, 0.002770506078377366]",dynasent_r1
They are more costly than store bought brands.,negative,negative,True,negative,"[0.9865808486938477, 0.010221189819276333, 0.003197919810190797]",dynasent_r1
Not a good place to watch a game outside - most of the TVs are inside.,negative,negative,True,negative,"[0.9987189769744873, 0.0002864420530386269, 0.0009946421487256885]",dynasent_r1
"A somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",positive,negative,False,positive,"[0.002201804891228676, 0.08505267649888992, 0.9127455353736877]",sst_local
"A movie that , rather than skip along the Seine , more or less slogs its way through soggy Paris , tongue uncomfortably in cheek .",negative,negative,True,negative,"[0.9419575929641724, 0.05733243376016617, 0.0007100006332620978]",sst_local
"At nearly three hours , the whole of Safe Conduct is less than the sum of its parts .",negative,negative,True,negative,"[0.9656422734260559, 0.03327913209795952, 0.0010786461643874645]",sst_local
Where to begin!,neutral,neutral,True,neutral,"[0.0036081455182284117, 0.979925274848938, 0.016466546803712845]",dynasent_r1
Yelp has this place all wrong - I would give it more stars if I could!,positive,positive,True,positive,"[0.004181294701993465, 0.00014636201376561075, 0.995672345161438]",dynasent_r1
When I first went to her I could barely walk upright.,neutral,negative,False,neutral,"[0.03807959705591202, 0.9427119493484497, 0.01920848712325096]",dynasent_r1
I began taking CBD oil on my own 4 months ago and I haven't had a single incident. It is good.,positive,positive,True,positive,"[0.0003307675360701978, 0.00010244306758977473, 0.9995667338371277]",dynasent_r2
The chef can make an old piece of tough shoe leather taste like ribeye.,positive,positive,True,positive,"[0.052494972944259644, 0.004250980447977781, 0.9432540535926819]",dynasent_r2
"It's the one more expensive place in Madison that I've consistently thought ""this would survive in a bigger city.""",positive,positive,True,positive,"[0.16834931075572968, 0.37659430503845215, 0.4550563395023346]",dynasent_r1
"its the phone's fault, not theirs.",neutral,negative,False,negative,"[0.7140454053878784, 0.280813604593277, 0.005140988621860743]",dynasent_r2
A film that takes you inside the rhythms of its subject : You experience it as you watch .,positive,positive,True,positive,"[0.0001887668768176809, 0.008104861713945866, 0.991706371307373]",sst_local
"The movie is well shot and very tragic , and one to ponder after the credits roll .",positive,positive,True,positive,"[5.124852032167837e-05, 0.001727268099784851, 0.9982214570045471]",sst_local
"The pizza comes late, ice cold.",negative,negative,True,negative,"[0.9988083839416504, 0.00020586360187735409, 0.0009857489494606853]",dynasent_r1
But this time there 's some mold on the gold .,negative,negative,True,negative,"[0.9858072996139526, 0.013104582205414772, 0.0010880503104999661]",sst_local
"It would be interesting to hear from the other side , but in Talk to Her , the women are down for the count .",neutral,negative,False,negative,"[0.9766806960105896, 0.01722376048564911, 0.006095577497035265]",sst_local
Bucket of beer deal was good to bring into the place.,positive,positive,True,positive,"[0.004105275496840477, 0.045555442571640015, 0.9503393173217773]",dynasent_r1
I'm glad to be able to fill in bioidentical prescriptions and I'm not going to use the ones that come from neglected animals.,neutral,neutral,True,neutral,"[0.13234396278858185, 0.5131095051765442, 0.35454654693603516]",dynasent_r2
Imagine if you will a Tony Hawk skating video interspliced with footage from Behind Enemy Lines and set to Jersey shore techno .,negative,negative,True,negative,"[0.40934908390045166, 0.3829447329044342, 0.20770615339279175]",sst_local
It isn't a huge patio area so I can see how it might be difficult to get a seat during dinner or perhaps lunch.,negative,neutral,False,negative,"[0.9898263216018677, 0.009249730966985226, 0.0009238861384801567]",dynasent_r1
So I was slightly impressed.,positive,neutral,False,positive,"[0.00040406794869340956, 0.0009720306261442602, 0.9986239671707153]",dynasent_r1
Huge fan of Korean BBQ.,positive,positive,True,positive,"[0.0004746909544337541, 0.06802471727132797, 0.9315005540847778]",dynasent_r1
But an unwillingness to explore beyond the surfaces of her characters prevents Nettelbeck 's film from coming together .,negative,negative,True,negative,"[0.9266643524169922, 0.07253573834896088, 0.0007998999208211899]",sst_local
"If you 're not into the Pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open .",negative,negative,True,negative,"[0.9849071502685547, 0.013568399474024773, 0.0015244592214003205]",sst_local
We traveled home and the pizza smelled delightful.,positive,positive,True,positive,"[0.0004626174923032522, 0.00028730888152495027, 0.9992499947547913]",dynasent_r1
